"id","type","name","date","start","end","abstract","track","venue","format","subs","authors","moderator","","","","","","","","","","","","",""
"43","Session","Philosophy in Science: Can Philosophers of Science Contribute to Science?","2021-11-13","14:00:00","16:00:00","<p>Although the question of what philosophy can bring to science is an old topic, the vast majority of current philosophy of science is a meta-discourse on science, taking science as its object of study, rather than an attempt to intervene on science itself. In this symposium, we discuss a particular interventionist approach, which we call ""philosophy in science (PinS)"", i.e., an attempt at using philosophical tools to make a significant scientific contribution. This approach remains rare, but has been very successful in a number of cases, especially in philosophy of biology, medicine, physics, statistics, and the social sciences. Our goal is to provide a description of PinS through both a bibliometric approach and the examination of specific case studies. We also aim to explain how PinS differs from mainstream philosophy of science and partly similar approaches such as ""philosophy of science in practice"".</p>","Doing philosophy of science - methods and tools","","Remote Presentation","Philosophy in Science: Definition and Boundaries|My Philosophical Interventions in Statistics|Philosophical Interventions in Science –  a Strategy and a Case Study (Parsimony)|How Evolutionary Science and Philosophy Can Collaborate to Redefine Disease||","Thomas Pradeu, Deborah Mayo, Mael Lemoine, Elliott Sober, Randolph Nesse, Paul Griffiths","PSA Office,  Ruobin Gong,  Jessica Pfeifer","","","","","","","","","","","","",""
"44","Session","Philosophy of Science Meets AI Ethics","2021-11-13","14:00:00","16:00:00","<p>New artificial intelligence (AI) technologies, fueled by the rise of Big Data and related advances in machine learning, are increasingly being developed and deployed across society, including legal systems, healthcare, and public services. This has given rise to a surge of interest in ethical issues relating AI, such as algorithmic bias and opacity. While these issues have been extensively debated within applied ethics, philosophers of science have started to recognize that many of them also overlap with current debates in philosophy of science. For instance, the issue of algorithmic bias raises issues of epistemic risk and value-ladenness, while debates over the opacity and interpretability of advanced AI systems raise issues about the nature of explanation and understanding. Furthermore, they raise methodological questions about the sciences that produce these technologies, how research can be organized to produce ethical AI, and what responsibility scientists within these disciplines have to ensure this. This symposium aims to explore AI ethics through the lens of philosophy of science.</p>","Values in Science","","Remote Presentation","Unbiased Algorithms in a Biased Society? Epistemic Risk and Value Judgments in the Design of Recidivism-Prediction Tools|Value Transparency and Value-Ladenness in Machine Learning|Inductive Risk, Understanding, and Opaque Machine Learning Models|Against Model-Based Counterfactual Explanations||","Rune Nyrup, Emily Sullivann, Kate Vredenburgh, Justin Biddle","PSA Office,  Jessica Pfeifer,  Eric Scarffe","","","","","","","","","","","","",""
"45","Session","Possibility Claims in Science: Philosophy of Science Meets Modal Epistemology","2021-11-11","15:15:00","17:15:00","<p>In this symposium, we describe and analyze scientific practices involving possibility claims, from synthetic and evolutionary biology, climate science, and economics. These practices pose challenges to philosophy of science, including questions about the justification of possibility claims, the representation of possibilities through models, the distinction of genuine from non-genuine possibilities, and what the relevant concept(s) of 'possibility' is in a given field. We advance understanding of these problems by analyzing the possibility claims and the associated practices with tools and arguments from modal epistemology. Although modal epistemology has only addressed scientific possibility claims to a rather limited extent, it has recently undergone an ""empirical turn"", investigating justification strategies for modal claims based on empirical evidence – thus making it amenable to issues in the philosophy of science. The resources from modal epistemology that we are employing include conceptual distinctions, new perspectives, and novel justificatory strategies. With this approach, the symposium aims to achieve three goals. First, it aims to raise awareness of interesting philosophical issues relating to scientific practices involving possibility claims. Second, it advances the philosophical analysis of these issues. Finally, it showcases how drawing on modal epistemology can help philosophy of science in this matter.</p>","Scientific Models / Modeling","Key Ballroom 09","Hybrid Presentation","The (Un)Easily Possible Synthetic Biology?|Spaces of the Biologically Possible|Mapping Possibilities in Climate Science|Representing Possible Targets?||","Till Grüne-Yanoff, Philippe Verreault-Julien, Ylwa Sjölin Wirling, Rami Koskinen, Tarja Knuuttila","Tim Elmo Feiten","","","","","","","","","","","","",""
"46","Session","Why Trust Science?","2021-11-13","14:00:00","16:00:00","<p>The authority of science continues to face serious challenges along a variety of different dimensions. Distrust of science is on the rise in the educated public. The ""replication crisis"" has fundamentally shaken researchers' sense of trust in one another's results. And the most straightforward epistemic justification for science's cognitive authority rests upon the increasingly fragile thesis of scientific realism. </p><p>Our symposium presents new research on the historical, conceptual, and broader social aspects of the problem of trusting science, bringing together philosophers working at the frontier of current research. By looking at problems associated with the authority of science in a variety of contexts, the symposium promises to stimulate fruitful discussion, collaboration, and thought for future work.</p>","Values in Science","Key Ballroom 11","Hybrid Presentation","Why Trust Science?|Trust Issues|Forms of Trust in Science|Trust of Science as a Public Collective Good||","Chris Haufe, Naomi Oreskes, Matthew Slater, Heidi Grasswick","Mr. Ryan O'Loughlin","","","","","","","","","","","","",""
"47","Session","Non-Metaphysical Resolutions of the Hole Dilemma","2021-11-13","14:00:00","16:00:00","<p>The past five years have seen a resurgence of interest in Einstein's infamous `hole argument', which was initially offered by Einstein in 1913 as an argument against what he called `general covariance'; and which was famously rehabilitated by Earman, Norton, and Stachel in the 1980s as an argument against a metaphysical doctrine that Earman and Norton called `manifold substantivalism'. Early philosophical reactions to the Earman-Norton version of the argument focused on articulating and defending versions of substantivalism that could avoid the dire conclusions of the hole argument. The new literature, by contrast, which has included contributions from mathematicians, physicists, and philosophers, has focused on what might be called \emph{non-metaphysical} resolutions of the dilemma posed by the argument. The purpose of this symposium is to bring together philosophers and physicists who have worked on different aspects of this new literature, to explore how the different strands---which have developed largely independently---relate to and may inform one another.</p>","Philosophy of Physics - space and time","Key Ballroom 10","In-Person Presentation","Mathematics, Metaphysics, and the Hole Argument: Then and Now|Patching up the Representation of Spacetime in General Relativity|Metaphysical Considerations after Resolving the Hole Dilemma without Metaphysics|Permutations and Charts: Is the Hole Argument a Puzzle about Reference?||","Robert Rynasiewicz, James Weatherall, Francesca Vidotto, James Ladyman, Clara Bradley","Rima Hussein","","","","","","","","","","","","",""
"49","Session","Precision Medicine as Promissory Science: The Epistemology and Ethics of a “Health Care Revolution” ","2021-11-11","15:15:00","17:15:00","<p>Precision medicine is promised to dramatically transform medicine and health care through data-intensive strategies that enable individualized treatments and disease prevention. Successful examples of targeted treatments in the context of certain cancers and rare diseases are often taken to illustrate the revolutionary potential of precision medicine in other contexts. This symposium critically examines the assumptions underlying this expectation. Precision medicine is often promoted as a unified solution to current challenges in health care without recognition of the complexities of the various contexts of implementation. One example is the ideal of ""patient empowerment"" in primary care, where risk information is envisioned to enable patients to take control over future health outcomes. This vision, however, presupposes quite significant epistemic assumptions, and implies a shift in the organization of health care systems. This includes changes in the relationship between doctors and patients, as well as in their respective roles and responsibilities. The symposium offers an overview of how precision medicine has developed as a promissory science, recently distancing itself from ""personalized medicine"", and calls for a calibration of expectations according to existing evidence of health benefits.</p>","Philosophy of Medicine","","Remote Presentation","Scoping Precision Medicine|Precision Medicine and the Ideal of Patient Empowerment|Impact of Precision Medicine on Physician-Patient Relationships|Personalized Medicine Wasn't Personal; Precision Medicine Isn't Precise ||","Jim Tabery, Sara Green, Paul Appelbaum, Kathryn Tabb","PSA Office,  Jessica Pfeifer,  Luciana Garbayo","","","","","","","","","","","","",""
"50","Session","Science and Justice","2021-11-11","13:00:00","15:00:00","<p>Because of the centrality of science in contemporary society and its potent ability to shape discourses, decisions, and resource distribution, philosophers of science need to attend to issues of justice, particularly distributive, social, and inter-generational justice, in the practice and aims of science. Whether we adopt a prospective approach and offer recommendations for what science and scientists ought to be doing, or a stance focused on the description of actual scientific practices and the identification of existing inequalities, issues of justice need to move from the periphery to the center in contemporary philosophy of science. This symposium will address this epistemic need, and will aim to jumpstart a more robust conversation about the relationship between science and justice. Questions to be addressed include: Can justice be the, or an, aim of science? How do scientists deal with injustices in specific contexts? How can scientists work to ensure science does not contribute to injustice? And what does a science for the purpose of justice look like? The four talks tackle these questions and canvas possible answers to them, drawing from a plurality of social-political theories- including both the liberal tradition and critical theory-regarding what counts as an injustice in science.</p>","Values in Science","","Remote Presentation","Institutions, Forethought, and Scientists’ Responsibility for Social Justice|Critical Theory for Science|The Limits of Democratizing Science:  When Scientists Should Ignore the Public|Epistemic severing and epistemic trademarking. Two garden varieties of epistemic injustice in science||","Michela Massimi, Dan Hicks, Heather Douglas, Andrew Schroeder","PSA Office,  Cristian Larroulet Philippi,  Jessica Pfeifer","","","","","","","","","","","","",""
"51","Session","The Emergence of Spacetime in Quantum Gravity Big Bang Models","2021-11-11","15:15:00","17:15:00","<p>In general relativity, spacetime comes to an `end' at the big bang (or crunch). But from the point of view of quantum gravity (QG) the singularity represents an era in which a more fundamental description must be given, while at later times the classical spacetime description is derived. The purpose of this symposium is to review some current physical knowledge (and hypotheses) of the nature of the big bang in QG, and what philosophical lessons about the nature of space and time may be drawn. Since QG promises to replace existing spacetime concepts with more fundamental ones, these lessons may be momentous; since the big bang is precisely a place at which the classical picture gives way to the quantum, it is a very fruitful context in which these questions are explored.</p><p>Physicists and philosophers will give talks covering big bang models in central approaches to QG and some of the philosophical questions and lessons to which they give rise, and reflect on the limitations of such lessons given our as yet limited understanding of QG. This symposium will provide a state-of-the-art presentation of these matters which will hopefully encourage philosophers to engage in this important work.</p>","Philosophy of Physics - space and time","Key Ballroom 04","Hybrid Presentation","Can Time Emerge?|Cosmology as Quantum Gravity Hydrodynamics, Spacetime Emergence and the Fate of Cosmological Singularities: Overview and Conceptual Implications|Singularity Resolution: The Case of the Vanishing Wavefunction|Dynamical Laws at the Big Bang||","Niranjana Warrier, Christian Wüthrich, Nick Huggett, Ted Jacobson, Daniele Oriti","Francesca Vidotto","","","","","","","","","","","","",""
"52","Session","The Revival of Instrumentalism","2021-11-11","15:15:00","17:15:00","<p>There has been a recent resurgence of interest in strong forms of scientific anti-realism, as opposed to the selective (or moderate) forms of scientific realism developed in recent decades. This is reflected, for example, by the recent publication of two monographs written by prospective participants – _Resisting Scientific Realism_ by K. Brad Wray, and _The Instrument of Science: Scientific Anti-Realism Revitalised_ by Darrell P. Rowbottom – and in the ongoing influence of the work of P. Kyle Stanford. This symposium will further explore and evaluate the prospects of such forms of instrumentalism, and reassess the state of the realism debate as a result.</p>","Realism / Anti-realism / Instrumentalism","Key Ballroom 03","Hybrid Presentation","Is There a Positive Argument for Instrumentalism?|An Instrumentalist Account of Scientific Understanding|Semantic Instrumentalism Revived: An Invitation to Scientific Realists|Lessons from the Strawman Instrumentalist||"," Darrell Rowbottom, Julian Reiss,  Stathis Psillos, K Brad Wray","Jennifer Whyte","","","","","","","","","","","","",""
"53","Session","What Is Socially Responsible Science?","2021-11-13","14:00:00","16:00:00","<p>Philosophers of science, particularly those working on science and values, often talk about the need for science to be socially responsible. It is however not always clear what this means. For example, does socially responsible science require individual, group norms, or both? Does it involve only epistemic responsibilities or it includes moral constraints? Whose needs does socially responsible science address? Is it the needs of the general public, stakeholders affected by the research, or groups with certain characteristics (e.g., marginalized, least well off)? What are the specific responsibilities scientists are accountable for in order for science so be socially responsible? Are they accountable for the research problems addressed, the methodologies employed, the resulting products, or some combination of these? What mechanisms (e.g., public engagement?) might be necessary for, or can facilitate, socially responsible science? This symposium brings together a diverse group of philosophers of science to address these questions.</p>","Values in Science","Key Ballroom 12","In-Person Presentation","Socially Responsible Science: Mapping the Terrain|Socially Responsible Science as Accountable Science|Representation Without Reification|||","Inmaculada De Melo-Martin, Joyce C. Havstad, Kristen Intemannq, Haixin Dang","Julia Bursten","","","","","","","","","","","","",""
"54","Session","Concepts as Epistemic Tools: A Comparative Approach","2021-11-11","15:15:00","17:15:00","<p>This symposium gathers together four papers investigating (a) the various epistemic functions served by scientific concepts, (b) the often complicated structures that concepts take on in order to serve these functions, and (c) the dynamics of conceptual change in the course of inquiry. Each paper focuses on a particular case study, using this as a springboard to think more generally about the above issues. The four concepts considered are: 'slow infection', 'Wilsonian renormalization', 'homology', and 'species'. The papers share an emphasis on considering epistemic functions beyond mere reference; in this way, they contribute to an expanded view of the functions of scientific language.</p>","General philosophy of science - other","Key Ballroom 02","In-Person Presentation","How “Slow Infections” (Slowly) Paved the Way to “Prions""|Renormalization as a Phantom Concept|‘Species’ Without Species: A Patchwork Approach to Thinking About ‘Species’ Concepts|Essentially Dynamic Concepts and the Case of Homology||","Aaron Novick, Zachary Shifrel, Corinne Bloch-Mullins, Amesh Adalja, Devin Gouvêa","Janella Baxter","","","","","","","","","","","","",""
"55","Session","Current Debates on Statistical Modeling and Inference","2021-11-13","9:00:00","12:15:00","<p>Statistical methods play an essential role in an extremely wide range of human reasoning. From theorizing in the physical and social sciences to determining evidential standards in legal contexts, statistical methods are ubiquitous, and so are questions about their adequate application. As tools for making inferences that go beyond a given set of data, they are inherently a means of inductive, or ampliative reasoning, and so it is unsurprising that philosophers have used statistical frameworks to further our understanding of these topics. Yet statistical methods are undergoing considerable debate with important implications for standards of research across social and biological science. In the last decade many published results in the medical and social sciences have been found not to replicate. This has sparked debates about the very nature of statistical inference and modeling. Combining perspectives from philosophy, statistics, psychology, and economics, our symposium focuses on these recent debates. It will be a topical session building on Deborah Mayo's Statistical Inference as Severe Testing: How to Get Beyond the Statistics Wars (CUP, 2018), and a 2019 Summer Seminar on Philosophy of Statistics co-directed by D. Mayo and A. Spanos, in which all presenters of our proposed session participated (<a href=""https://summerseminarphilstat.com/""><u>https://summerseminarphilstat.com/</u></a>).</p>","Probability and Statistics","Key Ballroom 04","Hybrid Presentation","Self-Correction and Statistical Misspecification|Measuring Severity in Statistical Inference|Psychometric Models: Statistics and Interpretation|Is Algorithmic Fairness Possible? |Statistical Modeling, Mis-specification Testing, and Exploration |","Ruobin Gong, Marcello Di Bello, Elay Shech, Riet van Bork, Jan-Willem Romeijn, Aris Spanos, Mike Tamir","Deborah Mayo","","","","","","","","","","","","",""
"56","Session","Neural Networks as Models of the Human Mind","2021-11-14","9:00:00","11:45:00","<p>Since its birth, cognitive science has taken inspiration from computer science, using state-of-art technologies as models for how the human mind works. Today, cognitive scientists are beginning to grapple with Deep Neural Nets, perhaps the most impressive and difficult to understand advances in computing thus far. The striking success of DNNs suggests that perhaps there are deep similarities between them and the human mind. However, DNNs display bizarre behaviors and their inner workings are (allegedly) inscrutable, which would seem to undermine their value as a model of the mind. </p><p>In this symposium, we will examine the status of machine learning models of cognition. First, supposing that the analogy is a probative one, we suggest that it sheds light on traditional philosophical controversies about concepts. Second, we will critically examine the evidence from adversarial examples that has been taken undermine the similarity between human and machine concepts. Lastly, we will discuss how tools used to investigate human minds can break open the ""black box"" of DNNs.</p><p>This investigation will introduce philosophers of science to cutting edge work in machine learning and cognitive science, and provide a fascinating case study of the use of model systems in science.</p>","Computer Simulation","Key Ballroom 04","Hybrid Presentation","Taking a Machine’s Perspective|Machine Learning and Conceptual Complexity|Functional Intelligibility and Neural Network Models of the Brain|Interpreting Deep Learning's Susceptibility to Adversarial Examples|Learning Incommensurate Concepts |","Hayley Clatterbuck, Cameron Buckner, Jens Kipper, Chaz Firestone, Rosa Cao","David Colaço","","","","","","","","","","","","",""
"57","Session","The Fundamental Physical Constants: Knowledge and Measurement","2021-11-14","9:00:00","11:45:00","<p>High-precision measurements of the fundamental physical constants show promise as a new source of insights regarding the nature of scientific knowledge. The consistent determination of dozens of fundamental constants provides the most stringent tests of current physical theories. Despite the remarkable success of these measurements, philosophers have not yet focused sufficient attention on the reasons for this success and the nature of the knowledge that emerges out of it. The aim of this symposium is to explore the nature of this knowledge by bringing together the perspectives of philosophy of physics, the philosophy of scientific methodology, and the philosophy of measurement. Among other topics, the symposium will examine the nature of scientific evidence emerging from precision measurement of physical constants in quantum electrodynamics and cosmology; provide new insights into the nature of scientific units and their connection to physical constants; and show how the precision measurement of physical constants can provide strategies for resolving methodological conundrums.</p>","Measurement","","Remote Presentation","Disrupting Zanzibars: The Epistemic Function of High Precision Divergence|The Role of Fundamental Constants in the International System of Units (SI)|The Interlinking Role of the Fine Structure Constant|Trouble with Hubble: Status of Big Bang Models|Fundamental Constants and Quantum Field Theory|","Teru Miyake, Alistair Isaac, Chris Smeenk, Adam Koberinski, Susan Sterrett","PSA Office,  Kent Staley,  Jessica Pfeifer","","","","","","","","","","","","",""
"58","Session","The Sciences of Sexual Desire","2021-11-14","9:00:00","11:45:00","<p>The sciences of sexual desire range from anthropology to zoology, and include genetics, immunology, physiology, sociology, statistics, economics, psychology, psychiatry, and evolutionary biology. There are numerous philosophical issues pertaining to the scientific study of sexual desire, including conceptual, methodological, ontological, moral, and political questions. This symposium will ask: is low sexual desire a genuine disease? What is a 'sexuality', and how many in fact are there? How should we interpret the empirical evidence pertaining to alleged sex-differences in sexual desire? Should some topics of research about our sexual desires be prohibited on normative grounds? To generate a robust discussion about these important and challenging questions and topics, our symposium includes a professionally and demographically diverse range of participants.</p>","Values in Science","Key Ballroom 09","Hybrid Presentation","Don’t Publish, So That We Don’t Perish: the Case For and Against the Use of Neural Networks to Detect Sexual Orientation.  |Science in the Service of Cultural Norms - the Pathologization of Female Desire|Sex Differences in Sexual Desire|Sexuality and Genderality:  On Personal and Conjoined Embodiment|Commentator|","Dr. Katarzyna Grunt-Mejer, Nicole Vincent, Jacob Stegenga, John Dupre, Andreas De Block, Erin Nash","Char Brecevic","","","","","","","","","","","","",""
"60","Session","Fast and Furious: Climate Change in the Chesapeake Bay, What We Know and How We Know It","2021-11-11","19:00:00","20:30:00","<p dir=""ltr""><strong>Open to the public and free of charge.</strong></p><p class=""fr-text-bordered"" dir=""ltr""><strong>All attendees must register on Zoom: <a href=""https://us06web.zoom.us/webinar/register/WN_X_L6lRDcTlm76W47QYizrQ"">https://us06web.zoom.us/webinar/register/WN_X_L6lRDcTlm76W47QYizrQ</a></strong></p><p dir=""ltr"">The Public Forum will feature a discussion about climate change and the Chesapeake Bay between philosophers and historians of science and the Assistant Administrator for NOAA Oceanic and Atmospheric Research, as well as the public. The PSA Public Forum invites interested people to join a conversation about what led to scientific predictions of changes in the Chesapeake Bay and how and why they got it so right? What goes into modeling the complex factors that have led to the rise of sea level, the warming water, and extreme weather that impact the wildlife on land and the fish and shellfish in the water? The event will feature three panelists (a philosopher, a historian, and a scientist) and a moderator, who is also a philosopher. Each panelist will make brief remarks highlighting philosophical issues related to how science works, why it succeeded in predicting changes in the Chesapeake Bay, and how it avoided mistakes that would have led to wrong projections. This will be followed by an open discussion between the three panelists facilitated by the moderator, and then the moderator will invite questions from the audience. The discussion is intended to be accessible to all those interested.</p><p dir=""ltr""><strong>Panelists</strong></p><ul><li aria-level=""1"" dir=""ltr""><p dir=""ltr"">Naomi Oreskes (Professor of the History of Science and Affiliated Professor of Earth and Planetary Sciences, Harvard University)</p><p dir=""ltr"">A world-renowned geologist, historian and public speaker, she is a leading voice on the role of science in society and the reality of anthropogenic climate change. </p><p dir=""ltr"">Oreskes is author or co-author of over 200 scholarly and popular books, articles, and opinion pieces, including <em>Merchants of Doubt</em> (Bloomsbury, 2010), <em>The Collapse of Western Civilization</em> (Columbia University Press, 2014), <em>Discerning Experts</em> (University Chicago Press, 2019), <em>Why Trust Science?</em> (Princeton University Press, 2019), and <em>Science on a Mission: American Oceanography from the Cold War to Climate Change</em> (University of Chicago Press, forthcoming). <em>Merchants of Doubt</em>, co-authored with Erik Conway, was the subject of a documentary film of the same name produced by participant Media and distributed by SONY Pictures Classics, and has been translated into eight languages.</p><p dir=""ltr"">Oreskes wrote the Introduction to the Melville House edition of the <em>Papal Encyclical on Climate Change and Inequality</em>, <em>Laudato Si</em>, and her opinion pieces on climate change have appeared in leading newspapers around the globe, including <em>The New York Times</em>, <em>The Washington Post</em>, <em>The Los Angeles Times</em>, the <em>Times</em> (London), and <em>Frankfurter Allegemeine</em>. Her awards and prizes include the 2016 Stephen Schneider Award for outstanding Climate Science Communication, the 2015 Public Service Award of the Geological Society of America, the 2015 Herbert Feis Prize of the American Historical Association for her contributions to public history, the 2014 American Geophysical Union Presidential Citation for Science and Society. She is a fellow of the American Geophysical Union, the Geological Society of America, and the American Association for the Advancement of Science.</p><p dir=""ltr"">In 2018 she was named a Guggenheim Fellow for a new book project with Erik Conway, ""The Magic of the Marketplace: The True History of a False Idea,"" which will be published by Bloomsbury Press.</p></li><li aria-level=""1"" dir=""ltr""><p dir=""ltr"">Wendy Parker (Professor of Philosophy, Virginia Tech)</p><p dir=""ltr"">Wendy Parker's research focuses on the methodology and epistemology of contemporary science – especially questions related to modelling, evidence, explanation and values – with a particular focus on climate science and meteorology. Her papers have been published in a range of philosophical and scientific journals, including <em>Philosophy of Science</em>, the <em>Bulletin of the American Meteorological Society</em>, <em>Climatic Change and Philosophical Transactions of the Royal Society</em>. Since 2017, she has been Co-Editor-in-Chief of the <em>British Journal for the Philosophy of Science</em>. Wendy is also very interested in the use of science in policymaking. Upon finishing her PhD, she spent a year as the American Meteorological Society / University Corporation for Atmospheric Research (AMS/UCAR) Congressional Science Fellow in the U.S. Senate. She is currently a contributing author to the 6th Assessment Report of the Intergovernmental Panel on Climate Change (IPCC).</p></li><li aria-level=""1"" dir=""ltr""><p dir=""ltr"">Craig McLean (Acting Chief Science and Assistant Administrator, Oceanic and Atmospheric Research, National Oceanic and Atmospheric Administration). </p><p dir=""ltr"">Craig McLean is serving as the Acting Chief Scientist of NOAA providing direction for science and technology priorities as well as the Assistant Administrator for NOAA Oceanic and Atmospheric Research. He is responsible for overseeing, directing and implementing NOAA's research enterprise including a network of research laboratories and the execution of NOAA programs including the Climate Program, Weather Research, National Sea Grant, and Ocean Exploration, to name a few. Among a number of formal international engagements in science and technology, Mr. McLean serves as the U.S. Representative to the Intergovernmental Oceanographic Commission (IOC), and as the U.S. Representative for the U.S.-European Union-Canada Galway Statement on Atlantic Ocean Cooperation.<br /><br />Mr. McLean has previously served throughout NOAA, in the National Marine Fisheries Service, National Ocean Service, NOAA's General Counsel, and was the founding Director of NOAA's Ocean Exploration program. He served in uniform for nearly 25 years in NOAA's Commissioned Corps, retiring at the rank of Captain. Mr. McLean is a Fellow of the Explorers Club and of the Marine Technology Society, and a past-president and former chairman of the Sea-Space Symposium.</p></li></ul><p dir=""ltr""><strong>Moderator</strong></p><ul><li aria-level=""1"" dir=""ltr""><p dir=""ltr"">Michael Weisberg (Professor and Chair of Philosophy at the University of Pennsylvania and Perry World House's Inaugural Faculty Fellow)</p><p dir=""ltr"">Michael Weisberg serves as the Editor-in-Chief of <em>Biology and Philosophy</em> and co-director of the Penn Laboratory for Understanding Science and the Galápagos Education and Research Alliance. His research focuses on methodological issues arising in the life and social sciences, especially the ways that highly idealized models and simulations can be used to understand complex systems. He also works on climate adaptation issues that sit at the interface of physical, biological, and social systems. Dr. Weisberg's research group has recently completed the most comprehensive study to date of North Americans' attitudes about and knowledge of evolutionary biology, and is working with experimental documentary filmmaking techniques to help address common misconceptions. He regularly discusses his findings with academic audiences, policy makers, and the public including audiences at the Penn Lightbulb Café, BBC's ""Up All Night,"" the AAAS, the National Academy of Sciences, and with park officials, naturalist guides, and tourists in the Galápagos.</p></li></ul><p dir=""ltr""><strong>Organizers</strong></p><ul><li>John Bickle (chair)</li><li>David Danks</li><li>Steven Gross</li><li>Valerie Hardcastle</li><li>Sandra Mitchell</li><li>Jessica Pfeifer</li><li>Adina Roskies</li><li>Morgan Kelsey Thomson</li><li>Michael Weisberg </li></ul><p><img src=""https://dryfta-assets.s3.eu-central-1.amazonaws.com/assets/psa2020/editorimages/1634836411PSAPublicForum-2021.png"" style=""width: 300px;"" class=""fr-fic fr-dib"" /></p>","Philosophy of Climate Science","Key Ballroom 05-06","Special Event","","Wendy Parker, Naomi Oreskes, Craig McLean","Michael Weisberg","","","","","","","","","","","","",""
"61","Session","President’s Plenary: A PSA Forum on Climate Change Action","2021-11-12","16:15:00","18:15:00","<p>The PSA invites our members to join in the discussion and recommend concrete strategies for implementing the Philosophy for Sustainability Guidelines recently endorsed by the PSA Governing Board. Share your wisdom and experience about how we can make a difference as philosophers of science, individually and collectively. Moderated by Alison Wylie, PSA President (2019-2020) and Kerry McKenzie (Chair, PSA Climate Change Task Force). </p><p><br /></p><p><strong>Q/A</strong></p><p>Post questions and answers in this Google Doc:<strong> </strong><a href=""https://docs.google.com/document/d/1L61AMi1V2Qq_nrAR80OzHlYRlHunVcOlS5GVq6sD6Uw/edit?usp=sharing"">https://docs.google.com/document/d/1L61AMi1V2Qq_nrAR80OzHlYRlHunVcOlS5GVq6sD6Uw/edit?usp=sharing</a></p><p><br /></p><p><strong>SPEAKERS</strong></p><p><strong>Andrew Light</strong>, Assistant Secretary of Energy for International Affairs at the U.S. Department of Energy;</p><div style=""margin-left: 20px;""><p>Professor of Philosophy, Public Policy, and Atmospheric Sciences, and Director of the Institute for Philosophy and Public Policy, George Mason University</p><p><a href=""https://philosophy.gmu.edu/people/alight1"">https://philosophy.gmu.edu/people/alight1</a></p><ul><li>Glasgow Climate Change Summit: the road since the Paris Agreement – current news on international climate policy. </li></ul></div><p><strong>Michael Weisberg</strong>, Bess W. Heyman President's Distinguished Professor of Philosophy, University of Pennsylvania; Co-director of the Galápagos Education and Research Alliance</p><div style=""margin-left: 20px;""><p><a href=""https://philosophy.sas.upenn.edu/people/michael-weisberg"">https://philosophy.sas.upenn.edu/people/michael-weisberg</a></p><ul><li>Preventing Dangerous Climate Change: Paris, Glasgow, and Beyond</li></ul></div><p><strong>Karen Kovaka</strong>: Assistant Professor of Philosophy, Virginia Tech</p><div style=""margin-left: 20px;""><p><a href=""http://karenkovaka.com/"">http://karenkovaka.com/</a></p><ul><li>Real world philosophy: community science and action – the New River Valley and Rappahannock River Watershed projects, and Galápagos Alliance.</li></ul></div><p><strong>Kyle Whyte</strong>: George Willis Pack Professor of Environment and Sustainability, University of Michigan; White House Environmental Justice Advisory Council</p><div style=""margin-left: 20px;""><p><a href=""https://seas.umich.edu/research/faculty/kyle-whyte"">https://seas.umich.edu/research/faculty/kyle-whyte</a></p><ul><li>White House Environmental Justice Advisory Council, Justice40 Initiative, Climate Change Solutions and Frontline Communities</li></ul></div><p><br /></p><p><strong>Moderators</strong></p><p><strong>Alison Wylie</strong>, Canada Research Chair and Professor of Philosophy, University of British Columbia </p><p>PSA Past President</p><p><strong>Kerry McKenzie</strong>, Professor of Philosophy, University of California – San Diego</p><p>Chair, PSA Climate Change Task Force</p><p><img src=""https://dryfta-assets.s3.eu-central-1.amazonaws.com/assets/psa2020/editorimages/1634935802PresidentsPlenary-PSA20211.png"" style=""width: 300px;"" class=""fr-fic fr-dib"" /></p>","","Key Ballroom 05-06","Special Event","","Michael Weisberg, Karen Kovaka, Kyle Whyte, Andrew Light","Kerry Mckenzie,  Alison Wylie,  Jessica Pfeifer","","","","","","","","","","","","",""
